epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/bib,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
13,153,,,,,,,,,,,,,,,,,,0.639613687992096,0.939393937587738,0.9359135627746582,0.6565691232681274,0.7636363506317139,3.071599006652832,0.9360235929489136,0.639613687992096,0.8562865257263184,0.7454545497894287,0.939393937587738,0.939393937587738
13,153,3614.085205078125,3486.1591796875,2967.48291015625,-1.0403720125395921e-06,2.851358652114868,0.016049830242991447,0.016180140897631645,0.01699586771428585,0.4756963849067688,0.5494028329849243,0.5012292265892029,0.17869412899017334,0.17547589540481567,0.18528051674365997,,,,,,,,,,,,,,,
14,164,,,,,,,,,,,,,,,,,,0.6512963175773621,0.9253731369972229,0.9382956027984619,0.6668555736541748,0.7666666507720947,3.0353403091430664,0.9341692924499512,0.6512963175773621,0.7895026206970215,0.7848485112190247,0.9117646813392639,0.939393937587738
14,164,3560.880615234375,3441.426025390625,2915.227294921875,0.26449498534202576,2.915321111679077,0.017128683626651764,0.019014740362763405,0.01671650819480419,0.47452038526535034,0.5768513083457947,0.49105367064476013,0.18848861753940582,0.18499970436096191,0.1808098554611206,,,,,,,,,,,,,,,
15,175,,,,,,,,,,,,,,,,,,0.670508861541748,0.9538461565971375,0.937809407711029,0.6759673953056335,0.7545454502105713,2.841851234436035,0.9279084205627441,0.670508861541748,0.865332841873169,0.7575757503509521,0.96875,0.939393937587738
15,175,3575.136474609375,3537.95458984375,2863.17041015625,0.09240670502185822,3.0939955711364746,0.018608806654810905,0.0206989124417305,0.01886620931327343,0.4858623743057251,0.5811373591423035,0.5002045035362244,0.20517539978027344,0.21292175352573395,0.1998637318611145,,,,,,,,,,,,,,,
16,186,,,,,,,,,,,,,,,,,,0.6795286536216736,0.939393937587738,0.9239600300788879,0.6869215369224548,0.7727272510528564,2.9663710594177246,0.9269765615463257,0.6795286536216736,0.8589679002761841,0.7424242496490479,0.939393937587738,0.939393937587738
16,186,3587.0966796875,3560.914794921875,2890.380615234375,0.27722132205963135,3.069136619567871,0.01789196766912937,0.01900411769747734,0.01860189437866211,0.4839365780353546,0.5785483121871948,0.49734213948249817,0.19867444038391113,0.20887063443660736,0.20836494863033295,,,,,,,,,,,,,,,
17,197,,,,,,,,,,,,,,,,,,0.6791728734970093,0.939393937587738,0.9279084205627441,0.6912304759025574,0.7818182110786438,2.8859376907348633,0.9363229870796204,0.6791728734970093,0.7877107262611389,0.7727272510528564,0.939393937587738,0.939393937587738
17,197,3670.698974609375,3515.664794921875,3151.551025390625,0.032778654247522354,2.5940024852752686,0.013830084353685379,0.014286736026406288,0.015446522273123264,0.4281975030899048,0.4923667907714844,0.4650591015815735,0.1597445011138916,0.16299408674240112,0.17254233360290527,,,,,,,,,,,,,,,
18,199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
18,208,,,,,,,,,,,,,,,,,,0.6809121966362,0.9538461565971375,0.9434903264045715,0.6835428476333618,0.7727272510528564,2.974409580230713,0.9427598714828491,0.6809121966362,0.7599101066589355,0.7636363506317139,0.96875,0.939393937587738
18,208,3560.0908203125,3470.4658203125,2841.181884765625,0.22144438326358795,3.0722532272338867,0.017445258796215057,0.018829571083188057,0.01799160987138748,0.4901910722255707,0.5949210524559021,0.483265221118927,0.20297084748744965,0.21122699975967407,0.2020740956068039,,,,,,,,,,,,,,,
19,219,,,,,,,,,,,,,,,,,,0.6658818125724792,0.9375,0.941886305809021,0.6794804930686951,0.7727272510528564,2.9304311275482178,0.9299265742301941,0.6658818125724792,0.8410414457321167,0.7515151500701904,0.9677419066429138,0.9090909361839294
19,219,3686.068115234375,3572.60791015625,3269.505615234375,0.08741188049316406,2.628241539001465,0.015082604251801968,0.015611808747053146,0.015903126448392868,0.4394473135471344,0.49623119831085205,0.44990918040275574,0.16310660541057587,0.1677013486623764,0.17402507364749908,,,,,,,,,,,,,,,
20,230,,,,,,,,,,,,,,,,,,0.6581396460533142,0.9090909361839294,0.9383138418197632,0.6745728850364685,0.7636363506317139,2.9598801136016846,0.9310681223869324,0.6581396460533142,0.8167194724082947,0.7424242496490479,0.9090909361839294,0.9090909361839294
20,230,3723.426025390625,3639.193115234375,3185.92041015625,0.09677731245756149,2.578376531600952,0.01352724526077509,0.01405295729637146,0.01467730663716793,0.4282814860343933,0.49474403262138367,0.4519876539707184,0.16067834198474884,0.16475200653076172,0.17060767114162445,,,,,,,,,,,,,,,
21,241,,,,,,,,,,,,,,,,,,0.6626395583152771,0.920634925365448,0.9367421269416809,0.6663840413093567,0.7666666507720947,3.055248498916626,0.9256818294525146,0.6626395583152771,0.773701548576355,0.7515151500701904,0.9666666388511658,0.8787878751754761
21,241,3643.613525390625,3469.039794921875,3149.806884765625,-1.3871626833861228e-06,2.791231870651245,0.014769754372537136,0.015130563639104366,0.020470954477787018,0.4453500509262085,0.5312280058860779,0.4944576919078827,0.16458243131637573,0.16566520929336548,0.20392216742038727,,,,,,,,,,,,,,,
22,249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
22,252,,,,,,,,,,,,,,,,,,0.637424111366272,0.920634925365448,0.9361167550086975,0.6757199764251709,0.7696969509124756,3.194547414779663,0.9384850263595581,0.637424111366272,0.7550892233848572,0.739393949508667,0.9666666388511658,0.8787878751754761
22,252,3689.42041015625,3560.414794921875,3202.625,0.04994843155145645,2.732764482498169,0.01419654581695795,0.015477332286536694,0.020119575783610344,0.43631240725517273,0.49590474367141724,0.4853765666484833,0.16233707964420319,0.16927748918533325,0.2014870047569275,,,,,,,,,,,,,,,
23,263,,,,,,,,,,,,,,,,,,0.6824196577072144,0.9375,0.9386624097824097,0.6751024723052979,0.7575757503509521,2.9372403621673584,0.925382137298584,0.6824196577072144,0.8302028775215149,0.7545454502105713,0.9677419066429138,0.9090909361839294
23,263,3691.4091796875,3555.960205078125,3099.14208984375,0.052446018904447556,2.880465507507324,0.016775093972682953,0.017597341910004616,0.019964110106229782,0.46277743577957153,0.5114641785621643,0.4907896816730499,0.18243607878684998,0.18689127266407013,0.20254825055599213,,,,,,,,,,,,,,,
24,274,,,,,,,,,,,,,,,,,,0.6383734941482544,0.9253731369972229,0.9337198138237,0.6720055937767029,0.7545454502105713,3.172267198562622,0.9369602203369141,0.6383734941482544,0.743845522403717,0.7303030490875244,0.9117646813392639,0.939393937587738
24,274,3697.897705078125,3593.886474609375,3140.585205078125,-1.0403720125395921e-06,2.818938970565796,0.014769172295928001,0.015794117003679276,0.018658187240362167,0.4537619650363922,0.5255704522132874,0.49884966015815735,0.16977083683013916,0.17793455719947815,0.19961924850940704,,,,,,,,,,,,,,,
25,285,,,,,,,,,,,,,,,,,,0.667225182056427,0.939393937587738,0.9371252059936523,0.6743639707565308,0.7575757503509521,3.2392728328704834,0.9411898255348206,0.667225182056427,0.8266956806182861,0.7575757503509521,0.939393937587738,0.939393937587738
25,285,3578.647705078125,3476.318115234375,2965.619384765625,0.0763927772641182,2.9546213150024414,0.01575738936662674,0.01774550788104534,0.018979160115122795,0.4684200584888458,0.5684534907341003,0.49566519260406494,0.1833977848291397,0.19512976706027985,0.20130883157253265,,,,,,,,,,,,,,,
26,296,,,,,,,,,,,,,,,,,,0.6221360564231873,0.9354838728904724,0.9388291835784912,0.673272967338562,0.7666666507720947,3.174884796142578,0.9356825947761536,0.6221360564231873,0.7885445952415466,0.7060605883598328,1.0,0.8787878751754761
26,296,3740.0341796875,3631.2216796875,3379.1533203125,0.09989877045154572,2.480696439743042,0.012635458260774612,0.013124566525220871,0.01631780155003071,0.40708351135253906,0.45405113697052,0.46728676557540894,0.14648699760437012,0.1511092483997345,0.17334669828414917,,,,,,,,,,,,,,,
27,299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
27,307,,,,,,,,,,,,,,,,,,0.6860551834106445,0.9090909361839294,0.9366471171379089,0.6810067296028137,0.7727272510528564,2.8945932388305664,0.9267174601554871,0.6860551834106445,0.862137496471405,0.7666666507720947,0.9090909361839294,0.9090909361839294
27,307,3700.98291015625,3548.761474609375,3328.318115234375,0.07769913971424103,2.4521028995513916,0.013272917829453945,0.013718504458665848,0.015576038509607315,0.41351795196533203,0.4575244188308716,0.4502287209033966,0.14660236239433289,0.1522674709558487,0.16012758016586304,,,,,,,,,,,,,,,
28,318,,,,,,,,,,,,,,,,,,0.6690009832382202,0.8999999761581421,0.9307647347450256,0.6795197129249573,0.7787878513336182,3.024543046951294,0.9127479791641235,0.6690009832382202,0.8511074185371399,0.7454545497894287,1.0,0.8181818127632141
28,318,3708.6875,3566.5908203125,3365.20458984375,0.06847207993268967,2.4328932762145996,0.012679854407906532,0.014444840140640736,0.014509453438222408,0.40088140964508057,0.4576280415058136,0.43053361773490906,0.14897629618644714,0.15874943137168884,0.16011375188827515,,,,,,,,,,,,,,,
29,329,,,,,,,,,,,,,,,,,,0.6619278192520142,0.9375,0.9293639063835144,0.6788715720176697,0.7757575511932373,2.8707501888275146,0.9229903817176819,0.6619278192520142,0.8134101033210754,0.7575757503509521,0.9677419066429138,0.9090909361839294
29,329,3701.602294921875,3560.9716796875,3301.397705078125,0.03178544342517853,2.4051897525787354,0.012723562307655811,0.013970592059195042,0.0138383898884058,0.4097827672958374,0.47330912947654724,0.4210345149040222,0.1448965072631836,0.15324129164218903,0.1510625034570694,,,,,,,,,,,,,,,
30,340,,,,,,,,,,,,,,,,,,0.6682189106941223,0.920634925365448,0.9261361360549927,0.6730766296386719,0.760606050491333,3.1246955394744873,0.912773847579956,0.6682189106941223,0.8104066252708435,0.7696969509124756,0.9666666388511658,0.8787878751754761
30,340,3722.6875,3611.9375,3278.238525390625,0.046618200838565826,2.4789600372314453,0.013707336038351059,0.01388904545456171,0.014663652516901493,0.4126984477043152,0.4655552804470062,0.43233373761177063,0.1565936654806137,0.1601196974515915,0.16182266175746918,,,,,,,,,,,,,,,
31,349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
31,351,,,,,,,,,,,,,,,,,,0.6600152850151062,0.9375,0.9264994263648987,0.6787104606628418,0.7727272510528564,2.9573068618774414,0.9234842658042908,0.6600152850151062,0.7964480519294739,0.7636363506317139,0.9677419066429138,0.9090909361839294
31,351,3749.64208984375,3621.5,3454.6875,-1.2137672911194386e-06,2.35461163520813,0.01191188395023346,0.012394215911626816,0.014828457497060299,0.38806450366973877,0.429261714220047,0.4345461130142212,0.142753005027771,0.14622868597507477,0.16455167531967163,,,,,,,,,,,,,,,
