epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/bib,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
45,505,,,,,,,,,,,,,,,,,,0.6780564785003662,0.90625,0.9285621047019958,0.692154049873352,0.7696969509124756,3.227081537246704,0.9228945374488831,0.6780564785003662,0.7765352725982666,0.7545454502105713,0.9354838728904724,0.8787878751754761
45,505,3745.193115234375,3386.45458984375,3516.943115234375,-1.2137672911194386e-06,1.7133584022521973,0.0071861762553453445,0.0075523643754422665,0.008703064173460007,0.3057393729686737,0.33750075101852417,0.33918431401252747,0.09752673655748367,0.0999346524477005,0.10940149426460266,,,,,,,,,,,,,,,
46,516,,,,,,,,,,,,,,,,,,0.6818171143531799,0.90625,0.924267053604126,0.6953990459442139,0.7696969509124756,3.2831552028656006,0.9209011793136597,0.6818171143531799,0.8231073617935181,0.760606050491333,0.9354838728904724,0.8787878751754761
46,516,3670.272705078125,3402.119384765625,3306.7841796875,-1.2137672911194386e-06,1.977362036705017,0.009089924395084381,0.010759002529084682,0.010205989703536034,0.34676796197891235,0.40629318356513977,0.3625793159008026,0.11301908642053604,0.12132196128368378,0.12138254195451736,,,,,,,,,,,,,,,
47,527,,,,,,,,,,,,,,,,,,0.6917915344238281,0.9180327653884888,0.9249049425125122,0.6881153583526611,0.7666666507720947,3.2065110206604004,0.9197235703468323,0.6917915344238281,0.8233993649482727,0.7575757503509521,1.0,0.8484848737716675
47,527,3680.948974609375,3370.761474609375,3324.198974609375,0.1724218875169754,1.9928475618362427,0.008952236734330654,0.010731114074587822,0.011335987597703934,0.32084912061691284,0.39440277218818665,0.3574080169200897,0.12332946807146072,0.13009780645370483,0.12911804020404816,,,,,,,,,,,,,,,
48,538,,,,,,,,,,,,,,,,,,0.6834444999694824,0.9180327653884888,0.9237282276153564,0.6850886344909668,0.7666666507720947,2.9177186489105225,0.9187943935394287,0.6834444999694824,0.8168765902519226,0.7636363506317139,1.0,0.8484848737716675
48,538,3710.681884765625,3392.056884765625,3458.1875,-1.3871626833861228e-06,1.8146644830703735,0.007545702159404755,0.007998932152986526,0.010224401019513607,0.3128311336040497,0.3696671426296234,0.3564792573451996,0.10057168453931808,0.10314545035362244,0.11970379203557968,,,,,,,,,,,,,,,
49,549,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
49,549,,,,,,,,,,,,,,,,,,0.6608253717422485,0.8888888955116272,0.9223897457122803,0.6853747963905334,0.7636363506317139,3.197736978530884,0.9160111546516418,0.6608253717422485,0.7462994456291199,0.7454545497894287,0.9333333373069763,0.8484848737716675
49,549,3617.011474609375,3288.698974609375,3229.0341796875,0.08741135895252228,2.1589345932006836,0.010485212318599224,0.01426901575177908,0.010852367617189884,0.3672229051589966,0.4211423695087433,0.3707958459854126,0.13011938333511353,0.15128757059574127,0.12946341931819916,,,,,,,,,,,,,,,
50,560,,,,,,,,,,,,,,,,,,0.6748834252357483,0.9354838728904724,0.9215976595878601,0.6838952898979187,0.7636363506317139,3.215435028076172,0.9212215542793274,0.6748834252357483,0.824349582195282,0.7515151500701904,1.0,0.8787878751754761
50,560,3564.5341796875,3206.8466796875,3164.57958984375,0.2365276962518692,2.050750255584717,0.010991646908223629,0.011877092532813549,0.010408335365355015,0.34179264307022095,0.3945431709289551,0.3596870005130768,0.13196037709712982,0.1396728754043579,0.12253766506910324,,,,,,,,,,,,,,,
51,571,,,,,,,,,,,,,,,,,,0.6705251336097717,0.9180327653884888,0.9198508262634277,0.691277027130127,0.7696969509124756,3.0957250595092773,0.9167115092277527,0.6705251336097717,0.761307418346405,0.7454545497894287,1.0,0.8484848737716675
51,571,3693.48291015625,3316.261474609375,3382.5341796875,0.1093725711107254,1.8920305967330933,0.00966229010373354,0.009530439041554928,0.010505694895982742,0.3211328089237213,0.3589214086532593,0.357772558927536,0.11494619399309158,0.11456563323736191,0.12334396690130234,,,,,,,,,,,,,,,
52,582,,,,,,,,,,,,,,,,,,0.6471613049507141,0.9032257795333862,0.9234433174133301,0.6920735239982605,0.7727272510528564,3.1852407455444336,0.914930522441864,0.6471613049507141,0.7585296034812927,0.7484848499298096,0.9655172228813171,0.8484848737716675
52,582,3697.823974609375,3288.9375,3403.6591796875,0.029135791584849358,1.8393079042434692,0.008610273711383343,0.008698527701199055,0.009177923202514648,0.32648974657058716,0.3637312948703766,0.3489101529121399,0.11015405505895615,0.10949575155973434,0.11422159522771835,,,,,,,,,,,,,,,
53,593,,,,,,,,,,,,,,,,,,0.6711556315422058,0.8888888955116272,0.9222015142440796,0.6925113201141357,0.7666666507720947,3.221560001373291,0.900469183921814,0.6711556315422058,0.8244425654411316,0.7696969509124756,0.9333333373069763,0.8484848737716675
53,593,3605.4375,3333.4033203125,3215.0966796875,0.07098839432001114,2.072314977645874,0.009748623706400394,0.010985050350427628,0.011224860325455666,0.35560667514801025,0.42104777693748474,0.37025928497314453,0.11964993923902512,0.1318282037973404,0.13132601976394653,,,,,,,,,,,,,,,
54,599,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,
54,604,,,,,,,,,,,,,,,,,,0.6726462244987488,0.8888888955116272,0.9216083884239197,0.6931893229484558,0.7727272510528564,3.2678465843200684,0.9159480333328247,0.6726462244987488,0.7947218418121338,0.7575757503509521,0.9333333373069763,0.8484848737716675
54,604,3634.744384765625,3496.60791015625,3258.073974609375,0.0963250920176506,2.1355183124542236,0.009798575192689896,0.011705187149345875,0.012069202028214931,0.35700589418411255,0.42159998416900635,0.3835460841655731,0.12516112625598907,0.13875974714756012,0.13882972300052643,,,,,,,,,,,,,,,
55,615,,,,,,,,,,,,,,,,,,0.671868085861206,0.9354838728904724,0.9215353727340698,0.6829575300216675,0.7696969509124756,3.2307546138763428,0.9223575592041016,0.671868085861206,0.7703643441200256,0.7424242496490479,1.0,0.8787878751754761
55,615,3686.744384765625,3446.488525390625,3349.04541015625,-1.3871626833861228e-06,1.9476221799850464,0.008560405112802982,0.00961021427065134,0.010715479962527752,0.32989028096199036,0.3762444257736206,0.37003400921821594,0.11251302063465118,0.12297788262367249,0.12802042067050934,,,,,,,,,,,,,,,
56,626,,,,,,,,,,,,,,,,,,0.6903392672538757,0.9354838728904724,0.9210737943649292,0.6824267506599426,0.7636363506317139,2.955008029937744,0.9277046918869019,0.6903392672538757,0.8050511479377747,0.7545454502105713,1.0,0.8787878751754761
56,626,3669.880615234375,3404.789794921875,3306.886474609375,0.102837473154068,1.9771983623504639,0.011128201149404049,0.010111811570823193,0.012185574509203434,0.3231172561645508,0.36070477962493896,0.38122159242630005,0.12245257198810577,0.11693202704191208,0.13312876224517822,,,,,,,,,,,,,,,
